,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
3474,873,Gex: Enter the Gecko,PS,1998,Platform,BMG Interactive Entertainment,0.32,0.22,0.0,0.04,0.5800000000000001
3535,873,Pro Evolution Soccer 2012,PSP,2011,Action,Konami,0.1,0.12,0.29,0.07,0.5800000000000001
3496,873,Rapala: We Fish,Wii,2009,Sports,Activision,0.52,0.02,0.0,0.04,0.5800000000000001
3487,873,Disgaea 4: A Promise Unforgotten,PS3,2011,Role-Playing,Nippon Ichi Software,0.27,0.11,0.14,0.06,0.5800000000000001
3488,873,BlazBlue: Calamity Trigger,PS3,2009,Fighting,PQube,0.36,0.1,0.06,0.06,0.5800000000000001
3489,873,Tenchu 2: Birth of the Stealth Assassins,PS,2000,Action,Activision,0.32,0.22,0.0,0.04,0.5800000000000001
3491,873,MLB 11: The Show,PS3,2011,Sports,Sony Computer Entertainment,0.54,0.0,0.0,0.04,0.5800000000000001
3495,873,Rooms: The Main Building,DS,2010,Adventure,Nintendo,0.1,0.41,0.01,0.06,0.5800000000000001
3464,873,Harvest Moon: The Tale of Two Towns,DS,2010,Simulation,Natsume,0.27,0.06,0.22,0.03,0.5800000000000001
3497,873,Parasite Eve II,PS,1999,Role-Playing,SquareSoft,0.32,0.22,0.0,0.04,0.5800000000000001
3498,873,Tetris Party Deluxe,Wii,2010,Puzzle,Nintendo,0.34,0.17,0.02,0.05,0.5800000000000001
3501,873,Madden NFL 2002,XB,2001,Sports,Electronic Arts,0.53,0.02,0.0,0.03,0.5800000000000001
3506,873,Blacksite: Area 51,X360,2007,Shooter,Midway Games,0.29,0.23,0.0,0.06,0.5800000000000001
3509,873,Far Cry Instincts,XB,2005,Shooter,Ubisoft,0.32,0.24,0.0,0.02,0.5800000000000001
3516,873,Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,PS,2000,Strategy,Namco Bandai Games,0.0,0.0,0.54,0.04,0.5800000000000001
3520,873,Beyond The Beyond,PS,1995,Role-Playing,Sony Computer Entertainment,0.11,0.08,0.35,0.04,0.5800000000000001
3523,873,"Warhammer 40,000: Space Marine",X360,2011,Shooter,THQ,0.25,0.27,0.0,0.06,0.5800000000000001
3531,873,3D Dot Game Heroes,PS3,2009,Role-Playing,SouthPeak Games,0.36,0.12,0.03,0.07,0.5800000000000001
3466,873,World Cup 98,N64,1998,Sports,Electronic Arts,0.14,0.4,0.0,0.04,0.5800000000000001
3467,873,International Superstar Soccer '98,N64,1998,Sports,Konami,0.06,0.3,0.19,0.03,0.5800000000000001
3409,873,Spelling Challenges and more!,DS,2007,Misc,505 Games,0.54,0.0,0.0,0.04,0.5800000000000001
3456,873,WWE 2K16,XOne,2015,Sports,Take-Two Interactive,0.31,0.22,0.0,0.05,0.5800000000000001
3441,873,The Conduit,Wii,2009,Shooter,Sega,0.29,0.23,0.0,0.06,0.5800000000000001
3450,873,Harvest Moon: Sunshine Islands,DS,2008,Simulation,Rising Star Games,0.35,0.03,0.17,0.03,0.5800000000000001
3440,873,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,PS2,2008,Action,THQ,0.29,0.22,0.0,0.07,0.5800000000000001
3439,873,Petz Dogz 2,Wii,2007,Simulation,Ubisoft,0.53,0.01,0.0,0.04,0.5800000000000001
3452,873,The Legend of Spyro: Dawn of the Dragon,Wii,2008,Platform,Activision Blizzard,0.35,0.18,0.0,0.05,0.5800000000000001
3434,873,FIFA Soccer 10,DS,2009,Sports,Electronic Arts,0.14,0.37,0.0,0.07,0.5800000000000001
3433,873,Backyard NBA Basketball,PS2,2003,Sports,Atari,0.29,0.22,0.0,0.07,0.5800000000000001
3454,873,Kinect Sports Rivals,XOne,2014,Sports,Microsoft Game Studios,0.3,0.22,0.02,0.04,0.5800000000000001
3442,873,Just Dance 2016,WiiU,2015,Misc,Ubisoft,0.28,0.25,0.0,0.05,0.5800000000000001
3457,873,Titanfall,PC,2014,Shooter,Electronic Arts,0.21,0.3,0.0,0.07,0.5800000000000001
3458,873,NCAA Football 09,PS3,2008,Sports,Electronic Arts,0.54,0.0,0.0,0.04,0.5800000000000001
3459,873,Tom Clancy's HAWX,X360,2009,Action,Ubisoft,0.31,0.19,0.02,0.06,0.5800000000000001
3460,873,Sammy Sosa High Heat Baseball 2001,PS,2000,Sports,3DO,0.32,0.22,0.0,0.04,0.5800000000000001
3427,873,Final Fantasy Anniversary Edition,PSP,2007,Role-Playing,Square Enix,0.39,0.02,0.13,0.04,0.5800000000000001
3421,873,Madden NFL 06,X360,2005,Sports,Electronic Arts,0.54,0.0,0.01,0.03,0.5800000000000001
3461,873,Frozen: Olaf's Quest,3DS,2013,Platform,Disney Interactive Studios,0.27,0.26,0.0,0.05,0.5800000000000001
3446,874,NHL 15,PS4,2014,Sports,Electronic Arts,0.3,0.18,0.0,0.1,0.58
3428,874,Dark Souls II,PS4,2015,Role-Playing,Namco Bandai Games,0.2,0.22,0.08,0.08,0.58
3436,874,Doom 3 BFG Edition,PS3,2012,Shooter,Bethesda Softworks,0.26,0.22,0.0,0.1,0.58
3518,874,Enslaved: Odyssey to the West,PS3,2010,Action,Namco Bandai Games,0.24,0.24,0.01,0.09,0.58
3431,874,Zumba Fitness,PS3,2010,Sports,505 Games,0.28,0.21,0.0,0.09,0.58
3493,874,NHL 06,PS2,2005,Sports,Electronic Arts,0.48,0.02,0.0,0.08,0.58
3448,874,Romancing SaGa,PS2,2005,Role-Playing,Square Enix,0.06,0.04,0.47,0.01,0.58
3481,874,Dragon Ball Z: Chou Saiya Densetsu,SNES,1992,Role-Playing,Namco Bandai Games,0.0,0.0,0.58,0.0,0.58
3475,874,Shrek 2: Beg for Mercy,GBA,2004,Adventure,Activision,0.42,0.15,0.0,0.01,0.58
3485,874,Fire Emblem: Seisen no Keifu,SNES,1996,Strategy,Nintendo,0.0,0.0,0.58,0.0,0.58
3594,875,Fullmetal Alchemist and the Broken Angel,PS2,2003,Role-Playing,Square Enix,0.15,0.12,0.26,0.04,0.5700000000000001
3527,875,Petz Wild Animals: Tigerz,DS,2008,Simulation,Ubisoft,0.52,0.01,0.0,0.04,0.5700000000000001
3598,875,Lips: Number One Hits,X360,2009,Misc,Microsoft Game Studios,0.15,0.35,0.0,0.07,0.5700000000000001
3465,875,FIFA: Road to  World Cup 98,N64,1997,Sports,Electronic Arts,0.15,0.39,0.0,0.03,0.5700000000000001
3529,875,Defiance,X360,2013,Shooter,Trion Worlds,0.38,0.15,0.0,0.04,0.5700000000000001
3541,875,Jampack Summer 2002,PS2,2002,Misc,Sony Computer Entertainment,0.28,0.22,0.0,0.07,0.5700000000000001
3524,875,Madden NFL 06,GC,2005,Sports,Electronic Arts,0.44,0.11,0.0,0.02,0.5700000000000001
3534,875,Jillian Michaels Fitness Ultimatum 2010,Wii,2009,Sports,Majesco Entertainment,0.52,0.01,0.0,0.04,0.5700000000000001
3536,875,Grease,Wii,2010,Misc,505 Games,0.27,0.25,0.0,0.05,0.5700000000000001
3537,875,Blood Wake,XB,2001,Shooter,Microsoft Game Studios,0.43,0.12,0.0,0.02,0.5700000000000001
3538,875,Dynasty Warriors 5: Xtreme Legends,PS2,2005,Action,Tecmo Koei,0.11,0.08,0.35,0.03,0.5700000000000001
3539,875,Skylanders: Spyro's Adventure,3DS,2011,Action,Activision,0.32,0.2,0.0,0.05,0.5700000000000001
3540,875,Dora The Explorer: Dora Saves the Snow Princess,Wii,2008,Platform,Take-Two Interactive,0.5,0.03,0.0,0.04,0.5700000000000001
3530,875,Dogz,DS,2006,Simulation,Ubisoft,0.51,0.02,0.0,0.04,0.5700000000000001
3543,875,Wreckless: ThE YaKuza MisSiOns,XB,2002,Racing,Activision,0.42,0.11,0.02,0.02,0.5700000000000001
3576,875,Hotel Dusk: Room 215,DS,2007,Adventure,Nintendo,0.27,0.05,0.22,0.03,0.5700000000000001
3545,875,SpongeBob SquarePants: Battle for Bikini Bottom,XB,2003,Platform,THQ,0.45,0.1,0.0,0.02,0.5700000000000001
3548,875,Bratz 4 Real,DS,2007,Adventure,THQ,0.29,0.22,0.0,0.06,0.5700000000000001
3549,875,RalliSport Challenge,XB,2002,Racing,Microsoft Game Studios,0.39,0.16,0.0,0.02,0.5700000000000001
3570,875,NCAA March Madness 07,PS2,2007,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.5700000000000001
3552,875,XIII,PS2,2003,Shooter,Ubisoft,0.28,0.22,0.0,0.07,0.5700000000000001
3554,875,LEGO Rock Band,X360,2009,Misc,Warner Bros. Interactive Entertainment,0.4,0.12,0.0,0.05,0.5700000000000001
3567,875,NHL Hitz 20-02,PS2,2001,Sports,Midway Games,0.28,0.22,0.0,0.07,0.5700000000000001
3565,875,Arena Football,PS2,2006,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.5700000000000001
3558,875,LEGO Dimensions,X360,2015,Action,Warner Bros. Interactive Entertainment,0.24,0.28,0.0,0.05,0.5700000000000001
3522,875,Tomb Raider: Anniversary,PSP,2007,Action,Eidos Interactive,0.21,0.23,0.0,0.13,0.5700000000000001
3559,875,Breath of Fire IV,PS,2000,Role-Playing,Capcom,0.11,0.08,0.34,0.04,0.5700000000000001
3562,875,Donkey Kong Jungle Climber,DS,2007,Platform,Nintendo,0.26,0.04,0.24,0.03,0.5700000000000001
3560,875,True Crime: Streets of LA,GC,2003,Action,Activision,0.44,0.11,0.0,0.02,0.5700000000000001
3463,875,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",X360,2010,Shooter,Activision,0.37,0.15,0.0,0.05,0.5700000000000001
3526,875,Assassin's Creed II,PC,2010,Action,Ubisoft,0.01,0.45,0.0,0.11,0.5700000000000001
3521,875,Ben 10: Alien Force,PS2,2008,Action,Koch Media,0.22,0.02,0.0,0.33,0.5700000000000001
3503,875,Top Spin 3,PS3,2008,Action,Take-Two Interactive,0.08,0.37,0.0,0.12,0.5700000000000001
3504,875,Shin Megami Tensei IV,3DS,2013,Role-Playing,Atlus,0.28,0.0,0.27,0.02,0.5700000000000001
3502,875,NCAA Football 10,PS2,2009,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.5700000000000001
3505,875,Theme Park,PS,1994,Simulation,Electronic Arts,0.24,0.16,0.13,0.04,0.5700000000000001
3500,875,Ratchet & Clank: Quest for Booty,PS3,2008,Platform,Sony Computer Entertainment,0.0,0.53,0.0,0.04,0.5700000000000001
3507,875,Spider-Man 3,X360,2007,Platform,Activision,0.49,0.04,0.0,0.04,0.5700000000000001
3508,875,ATV Offroad Fury: Blazin' Trails,PSP,2005,Racing,SouthPeak Games,0.53,0.0,0.0,0.04,0.5700000000000001
3499,875,NFL Blitz 2000,N64,1999,Sports,Midway Games,0.55,0.02,0.0,0.0,0.5700000000000001
3510,875,Hasbro Family Game Night,PS2,2008,Puzzle,Electronic Arts,0.28,0.22,0.0,0.07,0.5700000000000001
3512,875,Up,Wii,2009,Action,THQ,0.23,0.28,0.0,0.06,0.5700000000000001
3468,875,NASCAR: Dirt to Daytona,PS2,2002,Racing,Infogrames,0.28,0.22,0.0,0.07,0.5700000000000001
3494,875,NHL 10,PS3,2009,Sports,Electronic Arts,0.38,0.12,0.0,0.07,0.5700000000000001
3469,875,Unreal Tournament,PS2,2000,Shooter,Infogrames,0.28,0.22,0.0,0.07,0.5700000000000001
3462,875,Terminator 3: Rise of the Machines,PS2,2003,Action,Atari,0.28,0.22,0.0,0.07,0.5700000000000001
3514,875,Disney Universe,X360,2011,Action,Disney Interactive Studios,0.37,0.15,0.0,0.05,0.5700000000000001
3515,875,Iron Man,X360,2008,Action,Sega,0.27,0.24,0.0,0.06,0.5700000000000001
3482,875,NBA 2K7,X360,2006,Sports,Take-Two Interactive,0.53,0.0,0.0,0.04,0.5700000000000001
3479,875,Contra: Shattered Soldier,PS2,2002,Shooter,Konami,0.28,0.22,0.0,0.07,0.5700000000000001
3519,875,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,DS,2008,Action,THQ,0.53,0.0,0.0,0.04,0.5700000000000001
3478,875,Petz Nursery,DS,2009,Simulation,Ubisoft,0.53,0.0,0.0,0.04,0.5700000000000001
3473,875,Xenosaga Episode II: Jenseits von Gut und Bose,PS2,2004,Role-Playing,Sony Computer Entertainment,0.28,0.22,0.0,0.07,0.5700000000000001
3483,876,WWE 2K16,PS3,2015,Sports,Take-Two Interactive,0.21,0.27,0.0,0.09,0.57
3557,876,Tom Clancy's HAWX,PS3,2009,Action,Ubisoft,0.21,0.22,0.05,0.09,0.57
3546,876,Spec Ops: The Line,PS3,2012,Shooter,Take-Two Interactive,0.19,0.25,0.04,0.09,0.57
3547,876,SD Gundam G Generation Neo,PS2,2002,Strategy,Namco Bandai Games,0.0,0.0,0.57,0.0,0.57
3532,876,The Mysterious Murasame Castle,NES,1986,Action,Nintendo,0.0,0.0,0.57,0.0,0.57
3542,876,FIFA World Cup Germany 2006,PS2,2006,Sports,Electronic Arts,0.47,0.02,0.0,0.08,0.57
3517,876,Spyro Orange: The Cortex Conspiracy,GBA,2004,Action,Activision Blizzard,0.41,0.15,0.0,0.01,0.57
3511,876,Tony Hawk's Pro Skater 4,GBA,2002,Sports,Activision,0.41,0.15,0.0,0.01,0.57
3513,876,Tales of the Abyss,PS2,2005,Role-Playing,Namco Bandai Games,0.0,0.0,0.57,0.0,0.57
3544,876,Super Bomberman,SNES,1992,Puzzle,Hudson Soft,0.0,0.0,0.57,0.0,0.57
3528,876,Naruto: Ultimate Ninja 2,PS2,2004,Fighting,Namco Bandai Games,0.47,0.02,0.0,0.08,0.57
3617,877,Tiger Woods PGA Tour 11,Wii,2010,Sports,Electronic Arts,0.24,0.26,0.0,0.06,0.56
3593,877,Xenoblade Chronicles,3DS,2015,Role-Playing,Nintendo,0.26,0.14,0.12,0.04,0.56
3616,877,G-Force,DS,2009,Action,Disney Interactive Studios,0.27,0.23,0.0,0.06,0.56
3614,877,Petz Catz Clan,DS,2008,Simulation,Ubisoft,0.48,0.04,0.0,0.04,0.56
3612,877,DS Bimoji Training,DS,2008,Misc,Nintendo,0.0,0.0,0.56,0.0,0.56
3611,877,Major League Baseball 2K5,XB,2005,Sports,Take-Two Interactive,0.52,0.02,0.0,0.02,0.56
3595,877,Monster High: Ghoul Spirit,Wii,2011,Misc,THQ,0.44,0.08,0.0,0.04,0.56
3609,877,Fatal Fury Special,SNES,1994,Fighting,Takara,0.0,0.0,0.56,0.0,0.56
3605,877,Blinx: The Time Sweeper,XB,2002,Platform,Microsoft Game Studios,0.39,0.15,0.0,0.02,0.56
3599,877,Hamtaro: Ham-Hams Unite!,GB,2001,Role-Playing,Nintendo,0.0,0.0,0.56,0.0,0.56
3604,877,Yu-Gi-Oh! Reshef of Destruction,GBA,2003,Strategy,Konami,0.4,0.15,0.0,0.01,0.56
3603,877,Barbie Groovy Games,GBA,2002,Misc,Universal Interactive,0.4,0.15,0.0,0.01,0.56
3601,877,Viva Pinata: Pocket Paradise,DS,2008,Simulation,THQ,0.27,0.23,0.0,0.06,0.56
3619,877,Rune Factory: A Fantasy Harvest Moon,DS,2006,Role-Playing,Rising Star Games,0.37,0.02,0.14,0.03,0.56
3633,877,Metal Gear Solid 3: Subsistence,PS2,2005,Action,Konami,0.34,0.01,0.15,0.06,0.56
3623,877,Purr Pals,DS,2007,Simulation,THQ,0.18,0.36,0.0,0.02,0.56
3626,877,MX vs. ATV: Alive,X360,2011,Racing,THQ,0.37,0.14,0.0,0.05,0.56
3646,877,Fighting Force 2,PS,1999,Action,Eidos Interactive,0.31,0.21,0.0,0.04,0.56
3658,877,NBA 2K8,PS3,2007,Sports,Take-Two Interactive,0.5,0.01,0.0,0.05,0.56
3645,877,50 Classic Games,DS,2009,Misc,Destineer,0.52,0.0,0.0,0.04,0.56
3590,877,Resident Evil 2,N64,1999,Action,Virgin Interactive,0.39,0.09,0.07,0.01,0.56
3664,877,The Amazing Spider-Man 2 (2014),PS4,2014,Action,Activision,0.2,0.25,0.02,0.09,0.56
3644,877,Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,PS,2001,Shooter,D3Publisher,0.31,0.21,0.0,0.04,0.56
3643,877,The Activision Decathlon,Atari 2600,1982,Sports,Activision,0.52,0.03,0.0,0.01,0.56
3652,877,Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,Fighting,Capcom,0.32,0.16,0.03,0.05,0.56
3640,877,Shin Super Robot Taisen,PS,1996,Role-Playing,Banpresto,0.0,0.0,0.52,0.04,0.56
3663,877,Contender 2,PS,2000,Fighting,3DO,0.31,0.21,0.0,0.04,0.56
3665,877,Star Wars: Dark Forces,PS,1996,Shooter,LucasArts,0.31,0.21,0.0,0.04,0.56
3631,877,Dragon Age: Inquisition,X360,2014,Role-Playing,Electronic Arts,0.35,0.16,0.0,0.05,0.56
3630,877,ZhuZhu Pets 2: Featuring The Wild Bunch,DS,2010,Simulation,Activision,0.41,0.11,0.0,0.04,0.56
3629,877,NBA Showtime: NBA on NBC,PS,1999,Sports,Midway Games,0.31,0.21,0.0,0.04,0.56
3628,877,Dragon Ball: XenoVerse,PS3,2015,Fighting,Namco Bandai Games,0.15,0.2,0.14,0.07,0.56
3591,877,Mega Man X2,SNES,1993,Platform,Laguna,0.09,0.02,0.45,0.0,0.56
3553,877,NHL 14,PS3,2013,Sports,Electronic Arts,0.28,0.19,0.0,0.09,0.56
3589,877,WWE Raw 2,XB,2003,Fighting,THQ,0.43,0.11,0.0,0.02,0.56
3551,877,Bob the Builder: Can We Fix It?,PS,2000,Action,THQ,0.31,0.21,0.0,0.04,0.56
3566,877,The Lord of the Rings: The Return of the King,GBA,2003,Action,Electronic Arts,0.4,0.15,0.0,0.01,0.56
3561,877,Odin Sphere,PS2,2007,Role-Playing,Square Enix,0.23,0.18,0.09,0.06,0.56
3568,877,Classic NES Series: Dr. Mario,GBA,2004,Puzzle,Nintendo,0.31,0.11,0.13,0.01,0.56
3556,877,Top Spin 3,X360,2008,Action,Take-Two Interactive,0.09,0.4,0.0,0.07,0.56
3569,877,The Sims: Bustin' Out,XB,2003,Simulation,Electronic Arts,0.4,0.14,0.0,0.02,0.56
3571,877,"Monsters, Inc. Scream Team",PS,2001,Platform,Sony Computer Entertainment,0.31,0.21,0.0,0.04,0.56
3572,877,Harry Potter Collection,PS2,2006,Misc,Electronic Arts,0.28,0.21,0.0,0.07,0.56
3573,877,Tony Hawk's Project 8,PSP,2006,Sports,Activision,0.41,0.08,0.0,0.07,0.56
3574,877,Yu-Gi-Oh! World Championship Tournament 2004,GBA,2004,Misc,Konami,0.4,0.15,0.0,0.01,0.56
3575,877,Cabela's Big Game Hunter 2005 Adventures,PS2,2004,Sports,Activision,0.28,0.21,0.0,0.07,0.56
3577,877,Knockout Kings 2001,PS2,2001,Fighting,Electronic Arts,0.28,0.21,0.0,0.07,0.56
3563,877,The Incredible Hulk,GBA,2003,Action,Universal Interactive,0.4,0.15,0.0,0.01,0.56
3578,877,Army Men: Sarge's Heroes,PS,1999,Action,3DO,0.31,0.21,0.0,0.04,0.56
3555,877,Bolt,Wii,2008,Adventure,Disney Interactive Studios,0.19,0.31,0.0,0.06,0.56
3579,877,Phineas and Ferb: Across the 2nd Dimension,DS,2011,Action,Disney Interactive Studios,0.32,0.19,0.0,0.05,0.56
3525,877,No More Heroes,Wii,2007,Action,Rising Star Games,0.3,0.17,0.04,0.05,0.56
3587,877,Tony Hawk: Shred,Wii,2010,Sports,Activision,0.41,0.11,0.0,0.04,0.56
3586,877,NASCAR Rumble,PS,2000,Racing,Electronic Arts,0.31,0.21,0.0,0.04,0.56
3585,877,Need for Speed: Most Wanted,GC,2005,Racing,Electronic Arts,0.43,0.11,0.0,0.02,0.56
3584,877,Backyard NFL Football,GBA,2002,Sports,Infogrames,0.4,0.15,0.0,0.01,0.56
3564,877,Ms. Pac-Man Maze Madness,GBA,2004,Puzzle,Zoo Digital Publishing,0.4,0.15,0.0,0.01,0.56
3581,877,Battlefield 2: Modern Combat,XB,2005,Shooter,Electronic Arts,0.39,0.15,0.0,0.02,0.56
3582,877,Wolfenstein,X360,2009,Shooter,Activision,0.28,0.22,0.0,0.06,0.56
3550,877,Resident Evil Outbreak File #2,PS2,2004,Action,Capcom,0.19,0.15,0.17,0.05,0.56
3580,877,Petz Dogz 2,PS2,2007,Simulation,Ubisoft,0.28,0.21,0.0,0.07,0.56
3533,878,NBA Hangtime,N64,1997,Sports,GT Interactive,0.48,0.08,0.0,0.0,0.5599999999999999
3634,878,Sly Cooper: Thieves in Time,PS3,2013,Platform,Sony Computer Entertainment Europe,0.35,0.13,0.0,0.08,0.5599999999999999
3662,879,Mega Man Zero,GBA,2002,Platform,Capcom,0.22,0.08,0.24,0.01,0.55
3655,879,Secret Agent Clank,PSP,2008,Platform,Sony Computer Entertainment,0.33,0.22,0.0,0.0,0.55
3660,879,CrossworDS,DS,2008,Puzzle,Deep Silver,0.51,0.0,0.0,0.04,0.55
3671,879,SpongeBob SquarePants: SuperSponge,GBA,2001,Action,THQ,0.39,0.15,0.0,0.01,0.55
3669,879,Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,PS2,2002,Sports,Sega,0.0,0.0,0.55,0.0,0.55
3656,879,Assassin's Creed: Unity,PC,2014,Action,Ubisoft,0.17,0.33,0.0,0.05,0.55
3668,879,Shrek 2,XB,2004,Platform,Activision,0.4,0.13,0.0,0.02,0.55
3657,879,Derby Stallion 04,PS2,2004,Sports,Enterbrain,0.0,0.0,0.55,0.0,0.55
3659,879,Barbie Horse Adventures: Riding Camp,DS,2008,Sports,Activision,0.51,0.0,0.0,0.04,0.55
3666,879,SD Gundam G Generation Zero,PS,1999,Strategy,Namco Bandai Games,0.0,0.0,0.51,0.04,0.55
3667,879,Super Robot Taisen F,SAT,1997,Strategy,Banpresto,0.0,0.0,0.55,0.0,0.55
3682,879,Are You Smarter than a 5th Grader? Make the Grade,Wii,2008,Misc,THQ,0.51,0.0,0.0,0.04,0.55
3672,879,Super Robot Taisen F Kanketsuhen,SAT,1998,Strategy,Banpresto,0.0,0.0,0.55,0.0,0.55
3674,879,Rune Factory 4,3DS,2012,Role-Playing,Xseed Games,0.31,0.0,0.21,0.03,0.55
3714,879,Despicable Me: The Game - Minion Mayhem,DS,2010,Puzzle,D3Publisher,0.42,0.09,0.0,0.04,0.55
3710,879,Minecraft: Story Mode,XOne,2015,Adventure,Mojang,0.29,0.21,0.0,0.05,0.55
3728,879,Valkyria Chronicles II,PSP,2010,Role-Playing,Sega,0.12,0.16,0.18,0.09,0.55
3702,879,Two Worlds II,X360,2011,Role-Playing,TopWare Interactive,0.4,0.08,0.03,0.04,0.55
3701,879,Crash Tag Team Racing,PS2,2005,Racing,Activision Blizzard,0.27,0.21,0.0,0.07,0.55
3699,879,Dance Dance Revolution Ultramix,XB,2003,Simulation,Konami,0.42,0.11,0.0,0.02,0.55
3696,879,Excite Truck,Wii,2006,Racing,Nintendo,0.4,0.03,0.08,0.04,0.55
3693,879,FIFA Soccer 07,XB,2006,Sports,Electronic Arts,0.16,0.35,0.0,0.04,0.55
3691,879,NBA Live 10,PS3,2009,Sports,Electronic Arts,0.46,0.03,0.01,0.05,0.55
3690,879,Tiger Woods PGA Tour 08,X360,2007,Sports,Electronic Arts,0.49,0.02,0.0,0.04,0.55
3688,879,Iron Man,PS2,2008,Action,Sega,0.36,0.0,0.0,0.19,0.55
3684,879,Top Gun: Fire at Will!,PS,1996,Misc,Microprose,0.3,0.21,0.0,0.04,0.55
3683,879,American Idol,PS2,2003,Misc,Codemasters,0.27,0.21,0.0,0.07,0.55
3653,879,TMNT,X360,2007,Action,Ubisoft,0.47,0.04,0.0,0.04,0.55
3679,879,Turok: Evolution,XB,2002,Shooter,Acclaim Entertainment,0.39,0.14,0.0,0.02,0.55
3678,879,Mortal Kombat 3,PS,1995,Fighting,Sony Computer Entertainment,0.29,0.2,0.02,0.04,0.55
3676,879,Tak and the Power of Juju,GBA,2003,Platform,THQ,0.39,0.15,0.0,0.01,0.55
3654,879,F.E.A.R.,PS3,2007,Shooter,Activision Blizzard,0.18,0.27,0.0,0.1,0.55
3715,879,Def Jam: Fight for NY,XB,2004,Fighting,Electronic Arts,0.43,0.1,0.0,0.02,0.55
3615,879,Soul Sacrifice,PSV,2013,Role-Playing,Sony Computer Entertainment,0.18,0.09,0.22,0.06,0.55
3620,879,Monster Jam: Path of Destruction,Wii,2010,Racing,Activision,0.5,0.02,0.0,0.03,0.55
3621,879,Rapala Tournament Fishing!,Wii,2006,Sports,Activision,0.51,0.0,0.0,0.04,0.55
3622,879,MX 2002 Featuring Ricky Carmichael,PS2,2001,Racing,THQ,0.27,0.21,0.0,0.07,0.55
3597,879,Frontlines: Fuel of War,X360,2008,Shooter,THQ,0.34,0.15,0.01,0.05,0.55
3624,879,NCAA Football 07,XB,2006,Sports,Electronic Arts,0.42,0.12,0.0,0.01,0.55
3625,879,God of War: Origins Collection,PS3,2011,Action,Sony Computer Entertainment,0.39,0.08,0.02,0.06,0.55
3606,879,Madagascar: Escape 2 Africa,Wii,2008,Action,Activision,0.32,0.18,0.0,0.05,0.55
3627,879,Lunar: Silver Star Story Complete,PS,1998,Role-Playing,Kadokawa Shoten,0.27,0.18,0.06,0.04,0.55
3632,879,Soul Reaver 2,PS2,2001,Action,Eidos Interactive,0.27,0.21,0.0,0.07,0.55
3583,879,All-Star Baseball 2002,PS2,2001,Sports,Acclaim Entertainment,0.27,0.21,0.0,0.07,0.55
3588,879,Tony Hawk's Proving Ground,X360,2007,Sports,Activision,0.49,0.02,0.0,0.04,0.55
3636,879,Daytona USA,SAT,1994,Racing,Sega,0.0,0.0,0.55,0.0,0.55
3637,879,Harry Potter and the Deathly Hallows - Part 1,Wii,2010,Action,Electronic Arts,0.22,0.28,0.0,0.05,0.55
3600,879,Batman Begins,PS2,2005,Action,Electronic Arts,0.27,0.21,0.0,0.07,0.55
3613,879,WWE 2K15,XOne,2014,Sports,Take-Two Interactive,0.28,0.23,0.0,0.04,0.55
3602,879,Dr. Seuss' The Cat in the Hat,PS2,2003,Misc,Activision Blizzard,0.27,0.21,0.0,0.07,0.55
3596,879,Final Fantasy IV: The Complete Collection,PSP,2011,Role-Playing,Square Enix,0.13,0.09,0.27,0.06,0.55
3639,879,WWF Raw,XB,2002,Fighting,THQ,0.4,0.13,0.0,0.02,0.55
3610,879,Catz,DS,2006,Simulation,Ubisoft,0.49,0.02,0.0,0.04,0.55
3641,879,Jump Super Stars,DS,2005,Fighting,Nintendo,0.0,0.0,0.55,0.0,0.55
3608,879,ESPN NFL Football,PS2,2003,Sports,Sega,0.27,0.21,0.0,0.07,0.55
3607,879,Archer Maclean's Mercury,PSP,2005,Puzzle,Ignition Entertainment,0.17,0.24,0.0,0.14,0.55
3647,879,Sakura Wars,SAT,1996,Adventure,Sega,0.0,0.0,0.55,0.0,0.55
3648,879,Yokai Sangokushi,3DS,2016,Action,Level 5,0.0,0.0,0.55,0.0,0.55
3592,879,Manhunt 2,PS2,2007,Action,Take-Two Interactive,0.27,0.21,0.0,0.07,0.55
3650,879,Batman: Vengeance,PS2,2001,Adventure,Ubisoft,0.27,0.21,0.0,0.07,0.55
3618,879,Soldier of Fortune: Gold Edition,PS2,2001,Shooter,Codemasters,0.27,0.21,0.0,0.07,0.55
3651,880,Unit 13,PSV,2012,Shooter,Sony Computer Entertainment,0.29,0.15,0.04,0.07,0.5499999999999999
3697,880,Sacred 2: Fallen Angel,X360,2009,Role-Playing,Deep Silver,0.29,0.17,0.04,0.05,0.5499999999999999
3638,880,Tiger Woods PGA Tour 13,PS3,2012,Sports,Electronic Arts,0.24,0.22,0.0,0.09,0.5499999999999999
